HotelID,HotelName,star,taRating,reviewsCount,price,locality,country,city,thumbImage,description
328163,Hotel Naveen,2,3.0,27,949,Near Railway Station,India,Coimbatore,/3281/328163/images/DSC_0293_tn.jpg,"Hotel Naveen, Coimbatore, is a contemporary offering for all the discerning travellers. The new-age utilities, an ambience of subtle elegance and heart-warming hospitality define the essence of the hotel. The comfy rooms and the innate warmth truly invite guests for a relaxed stay, and its location near the vantage points makes the hotel even more desirable.

<b>Location: </b>
Hotel Naveen is located in Davey & Company Lane and offers quick access to the railway station. CSI Christ Church (Approx. 2km) and Athar Jamaath Masjid (Approx. 3km) are the places of visit that lie in the vicinity of the hotel. Ancient temples like Sri Saradambal temple and Koniamman temple must be visited by the guests. Victoria Town Hall, a landmark building in the city and VOC Park and Zoo, a major amusement centre are some of the other places worth exploring.

Distance from Coimbatore Railway station: Approx. 2km
Distance from Coimbatore International Airport: Approx. 11km

<b>Hotel Features: </b>
Hotel Naveen is a great place for corporate travellers. It has a well-equipped conference hall and business centre that take care of guests business needs. Internet, laundry, parking, concierge, doctor-on-call and travel desk are the various essential amenities that make the stay truly hassle-free. 

<b>Rooms: </b>
The hotel offers non A/C and A/C rooms as accommodation option. All the rooms are done up in contemporary style while absolute functionality is ensured with a range of facilities. Various amenities provided are colour TV, telephone and writing desk which enhance the convenience factor.

"
381589,Hotel City Tower,3,3.5,28,1960,Gandhipuram-New Bus Terminal,India,Coimbatore,/3815/381589/images/_MG_0298_tn.jpg,"Standing tall for more than 2 decades in the heart of the city, Hotel City Tower provides a high degree of comfort and convenience. Central location, cosy accommodation, and comprehensive business services make this an ideal choice for both business and leisure travellers. Sightseeing tours can be arranged at the travel desk. Tourist hotspots near the hotel include Black Thunder Water theme park (40km), Siruvani Waterfalls (35km), Maruthamalai Sri Subrahmanya Swamy Temple (14km), and Ooty (87km). Known for its understated luxury this 9 storey hotel offers both A.C. and non-A.C. rooms in different categories. 

In-room amenities like satellite television, internet access, mini-bar, writing desk and toiletries ensure a relaxed and comfortable stay for travellers. The roof-top garden restaurant Cloud 9 serves mouth-watering delicacies from Continental, Indian and Chinese platter. Orchard a multi-cuisine restaurant catering exclusively to pure vegetarian patrons serves scrumptious delicacies. Other services at the hotel include City Mahal, a conference hall that accommodates 200 people at a time."
388184,Nahar Manchester Inn,2,3.0,16,2240,RS Puram,India,Coimbatore,/3881/388184/images/new_tn.jpg,"Nahar Manchester Inn, Coimbatore is a great place for relaxation in the lap of peace and homely comfort. Located in the midst of the city, this hotel is equipped with a blend of business and leisure conveniences along with high-standards of hospitality. Its proximity to the city's attractions, shopping malls and commercial centres makes it even more desirable.

<b>Location: </b>
Nahar Manchester Inn is located at 1112 Thadagam Road, Coimbatore. The city is one of the fastest growing tier-II cities in India and a major industrial, commercial and educational hub of Tamil Nadu. Kumaraswamy Lake (Approx. 1km) and Selva Chinthamani Kulam (Approx. 2km) are close to the hotel. Selva Chinthamani Kulam is located within the city on north side of Perur road and east Selvapuram. Guests can also visit Vydehi Waterfalls, Narayana Kavi Memorial, Architectural Aazhiyaar Dam during their stay.
Distance from Coimbatore Railway Station: Approx. 3 km
Distance from Coimbatore International Airport: Approx. 12 km

<b>Hotel Features: </b>
Nahar Mancehster Inn is an economical place for tourists in the city of Coimbatore. It is a well-furnished hotel that provides all the amenities required for a convenient stay. Basic amenities provided are room service, daily housekeeping and Wi-Fi access. The travel desk takes care of all travel needs, including package tours for sightseeing. It has a well-designed banquet hall along with banqueting that accommodates up to 80 people and is perfect to hold receptions or conferences. Additionally, the hotel makes arrangement for pick-up and drop from airport and railway station as well. For dining, the hotel has a restaurant which serves delicious meals to all its guests.

<b>Rooms: </b>
The room options available at Nahar Manchester Inn include AC or non-AC deluxe suites and club class family suites. The rooms are simple and cosy with spacious beds and clean linens. These rooms are well-equipped to offer a hassle-free time and pleasurable experience.

"
386434,Comfort Pearl Service Apartment,2,2.5,2,1960,Mettupalayam Road,India,Coimbatore,/3864/386434/images/DSC_0240_tn.jpg,"Comfort Pearl Service Apartment, Coimbatore is the perfect solution for travellers on a long stay. The apartments are centrally located making it ideal for guests who come to Coimbatore for business. The luxurious apartments are crafted with excellence with ample amenities, homely feel and personalized services.

<b>Location: </b>
Comfort Pearl Service Apartment is located at 81 Ganesh Nagar, Coimbatore. It has easy access to all the major business and shopping areas. The city is one of the busiest and second largest metropolitan cities in Tamil Nadu. It is a fast growing city and has become a major textile, industrial, commercial and educational hub of the state. Guests can take a spiritual journey to the famous Saibaba Temple (Approx. 0.5km) and New Jerusalem Church (Approx. 6km) which are close to the hotel. Other places of interest are Monkey Falls, Ramar Temple and Kovai Kutralam Falls.

Distance from Coimbatore Railway Station: Approx. 10 km
Distance from Coimbatore International Airport: Approx. 18 km
(The distances mentioned are approximations and should not be considered as exact.)

<b>Hotel Features: </b>
Comfort Pearl Service Apartment is a great option for travellers who are looking for hassle-free comfort. The apartments are spacious and appropriately furnished. Some of the facilities offered include room service, 24-hr security, daily housekeeping, front desk and travel desk. 

<b>Rooms: </b>
Comfort Pearl Service Apartment provides guests with two options namely, one bed room and two bed room. These apartments have a relaxing ambience and are designed with minimalistic style and elegant appeal. Amenities such as safety locker, LCD television, air-conditioning and well-equipped kitchen make the stay a convenient one.

"
354122,Gokulam Park Coimbatore,4,4.5,412,4838,Near Airport,India,Coimbatore,/3541/354122/images/Hotel_Front_View_tn.jpg,"<p><b>Property Location: </b> With a stay at Gokulam Park Coimbatore in Tirupur, you'll be near the airport and close to Kovai Medical Center and Hospital and Lotus Eye Hospital and Institute.  This 4-star hotel is within the vicinity of Codissia Trade Fair Complex and Tidel Park Coimbatore IT SEZ.</p><p><b>Rooms: </b> Make yourself at home in one of the 107 individually furnished guestrooms, featuring minibars and LCD televisions. Your Select Comfort bed comes with Egyptian cotton sheets. Complimentary wireless Internet access keeps you connected, and satellite programming is available for your entertainment. Private bathrooms with showers feature rainfall showerheads and designer toiletries.</p><p><b>Amenities: </b> Relax at the full-service spa, where you can enjoy massages. If you're looking for recreational opportunities, you'll find an outdoor pool and a fitness center. Additional features at this hotel include complimentary wireless Internet access, concierge services, and complimentary babysitting/childcare.</p><p><b>Dining: </b> Stop by the hotel's restaurant, 24x7 Bytes, for lunch or dinner. Dining is also available at the coffee shop/cafe, and 24-hour room service is provided. Quench your thirst with your favorite drink at the bar/lounge. Buffet breakfasts are available daily from 7 AM to 10:30 AM for a fee.</p><p><b>Business, Other Amenities: </b> Featured amenities include complimentary wired Internet access, a computer station, and complimentary newspapers in the lobby. This hotel has 2 meeting rooms available for events. A roundtrip airport shuttle is provided for a surcharge (available 24 hours), and free valet parking is available onsite.</p>"
423738,Hotel Royal Castle Inn,3,4.5,215,2092,City Centre,India,Coimbatore,/4237/423738/images/IMG_8243_tn.jpg,"Offering a unique blend of convenience and warmth, Hotel Royal Castle Inn, Coimbatore, is one of the most sought after destinations in the city. With its tastefully designed rooms and impeccable personalised services, this hotel is the perfect abode of comfort. The location of the hotel near the vantage points further enhances its desirability.

<b>Location: </b>
Hotel Royal Castle Inn is located at 7th street Extn, Gandhipuram. Nearby places to visit from the hotel include Samayapurathu Maariamman temple (Approx. 0.25km) and Victoria Town Hall (Approx. 6km). Victoria Town Hall is part of the Coimbatore Corporation Administrative Buildings. It was built in 1882 in honour of Queen Victoria with stone and lime mortar. Other hotspots that must not be missed are Kovai Kutralam Falls,Vellingiri Hill temple and Anubhavi Subramaniar temple. 

Distance from Coimbatore Railway Station: Approx. 4kms
Distance from Coimbatore International Airport: Approx. 10kms

<b>Hotel Features: </b>
Hotel Royal Castle Inn makes the stay a convenient one with its range of features like room service, internet, 24-hour front desk support, air conditioning, elevators, parking, travel desk support, 24-hour security, a concierge and a doctor-on- call. 

<b>Rooms: </b>
Deluxe rooms, executive rooms and suites are the options of accommodation offered to the guests during their stay. The subtle light and decor setting creates the perfect cosy ambience for the stay of the guests. Air conditioning, flat-screen TVs and a phone line are the in-room amenities provided to the guests."
423724,Rathna Residency,3,3.5,128,3965,Near Railway Station,India,Coimbatore,/4237/423724/images/IMG_8115_tn.jpg,"Hotel Rathna Residency, Coimbatore, offers a fine stay with its impeccable services, gratifying hospitality and innate warmth. The hotel provides a unique experience of Indian hospitality that makes guests feel at home. This hotel is a great option for leisure travellers who are looking for something easily accessible.

<b>Location: </b>
Hotel Rathna Residency is located at Variety Hall road. Koniammam temple (Approx. 1km) and Masjid-e-Ahle Hadees (Approx. 1km) are the places of visit that lie in the vicinity of the hotel. Koniammam temple is one of the most beautiful temples, which houses a statue of 'Devi Koni Amman' in the style of 'Mahisasuramardhini'. Tamil Nadu Agricultural University, Indira Gandhi Wildlife Sanctuary and Forest College Museum are some of the other places worth- exploring. 

Distance from Coimbatore Railway Station: Approx. 0.10kms
Distance from Coimbatore International Airport: Approx. 11kms

<b>Hotel Features: </b>
Hotel Rathna Residency features a blend of business and leisure facilities to make the stay perfect. A conference hall for corporate events like business meetings and related functions is offered. The hotel also provides guests with internet access, 24-hour front desk support, 24-hour room service and travel desk support for the convenience of its guests. The multi-cuisine restaurants serve a variety of delicious dishes in a relaxing ambience. 'Valayapatti - Chettinad Restaurant' offers delicious flavours of the famed Chettinad Cuisine of South India, while 'Fusion', a fine dining multi-cuisine restaurant, serves North Indian, Continental, Garhwali, Mughlai and Chinese food among their authentic delicacies. 'Palms' is an open air roof garden restaurant serving multi-cuisine food which includes Italian, Continental and Asian cuisines. 

<b>Rooms: </b>
Accommodation is offered in the form of deluxe rooms and super deluxe rooms. All the rooms are done up in contemporary style while absolute functionality is ensured with a range of facilities like air conditioning, a colour television, internet access, a safe, a telephone and a tea/coffee maker."
388785,Hotel Prince Gardens,3,4.5,182,3031,Near Bus Terminal,India,Coimbatore,/3887/388785/images/dd9bc8b5_tn.jpg,"<p><b>Property Location: </b> Located in Coimbatore, Hotel Prince Gardens is within a 15-minute drive of Gedee Car Museum and Puliakulam Vinayagar Temple.  This hotel is 3 mi (4.8 km) from Tamil Nadu Agricultural University and 3 mi (4.8 km) from PSG College of Technology.</p><p><b>Rooms: </b> Make yourself at home in one of the 42 air-conditioned rooms featuring flat-screen televisions. Complimentary wireless Internet access keeps you connected, and cable programming is available for your entertainment. Bathrooms have showers and complimentary toiletries. Conveniences include safes and desks, and housekeeping is provided daily.</p><p><b>Amenities: </b> Take in the views from a rooftop terrace and make use of amenities such as complimentary wireless Internet access and concierge services.</p><p><b>Dining: </b> Enjoy a meal at the restaurant, or stay in and take advantage of the hotel's room service (during limited hours). A complimentary continental breakfast is served daily from 7 AM to 10 AM.</p><p><b>Business, Other Amenities: </b> Featured amenities include a 24-hour business center, complimentary newspapers in the lobby, and a 24-hour front desk. Free valet parking is available onsite.</p>"
423369,The Arcadia,4,4.0,162,3983,Avinashi Road,India,Coimbatore,/4233/423369/images/2cdb4011_tn.jpg,"<p><b>Property Location: </b> When you stay at The Arcadia in Coimbatore, you'll be connected to the convention center, within a 10-minute walk of Kovai Medical Center and Hospital and Lotus Eye Hospital and Institute.  This 4-star hotel is 2.2 mi (3.5 km) from Codissia Trade Fair Complex and 2.4 mi (3.9 km) from Tidel Park Coimbatore IT SEZ.</p><p><b>Rooms: </b> Make yourself at home in one of the 31 air-conditioned rooms featuring fireplaces and LED televisions. Satellite programming and DVD players are provided for your entertainment, while complimentary wireless Internet access keeps you connected. Conveniences include safes and desks, and housekeeping is provided daily.</p><p><b>Amenities: </b> Take time to pamper yourself with a visit to the full-service spa. Additional amenities at this hotel include complimentary wireless Internet access and concierge services. Getting to nearby attractions is a breeze with the area shuttle (surcharge).</p><p><b>Dining: </b> Enjoy a meal at the restaurant or snacks in the coffee shop/cafe. The hotel also offers 24-hour room service. Quench your thirst with your favorite drink at the bar/lounge.</p><p><b>Business, Other Amenities: </b> Featured amenities include a business center, express check-in, and express check-out. Planning an event in Coimbatore? This hotel has 800 square feet (74 square meters) of space consisting of a conference center and a meeting room. A roundtrip airport shuttle is provided for a surcharge (available 24 hours), and free valet parking is available onsite.</p>"
423745,Treebo ESS Grande,3,4.0,177,1964,City Centre,India,Coimbatore,/4237/423745/images/Maple_Twin_1_tn.jpg,"<p><b>Property Location: </b> With a stay at Treebo ESS Grande in Coimbatore, you'll be within a 15-minute drive of Gedee Car Museum and Puliakulam Vinayagar Temple.  This hotel is 2.8 mi (4.5 km) from PSG College of Technology and 3 mi (4.8 km) from Tamil Nadu Agricultural University.</p><p><b>Rooms: </b> Make yourself at home in one of the 27 air-conditioned rooms featuring flat-screen televisions. Complimentary wireless Internet access keeps you connected, and cable programming is available for your entertainment. Bathrooms have showers and complimentary toiletries. Conveniences include desks and coffee/tea makers, and housekeeping is provided daily.</p><p><b>Amenities: </b> This hotel offers designated smoking areas.</p><p><b>Dining: </b> Enjoy a meal at the restaurant, or stay in and take advantage of the hotel's room service (during limited hours). A complimentary continental breakfast is served daily from 7:30 AM to 10 AM.</p><p><b>Business, Other Amenities: </b> Featured amenities include a business center, complimentary newspapers in the lobby, and dry cleaning/laundry services. Free self parking is available onsite.</p>"
